pfam_accession	pfam_version	pfam_name	pfam_short_name	pfam_description	theme_id	theme	subcategory_id	subcategory	hmm_name	hmm_file	hmm_length	n_seed_sequences	effn	source
PF02420	PF02420.21	AFP	Insect antifreeze protein repeat		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	AFP_REV	hmm/per_domain/AFP_REVISION.hmm	98	243	12.454788	TIAMMAt mollusc-revised
PF25732	PF25732.2	BILF1	Gammaherpesvirus G-protein coupled receptor		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	BILF1_REV	hmm/per_domain/BILF1_REVISION.hmm	295	12	2.229492	TIAMMAt mollusc-revised
PF01267	PF01267.23	F-actin_cap_A	F-actin capping protein alpha subunit		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	F-actin_cap_A_REV	hmm/per_domain/F-actin_cap_A_REVISION.hmm	265	609	3.851784	TIAMMAt mollusc-revised
PF01115	PF01115.23	F_actin_cap_B	F-actin capping protein, beta subunit		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	F_actin_cap_B_REV	hmm/per_domain/F_actin_cap_B_REVISION.hmm	236	524	2.618561	TIAMMAt mollusc-revised
PF02986	PF02986.20	Fn_bind	Fibronectin binding repeat		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	Fn_bind_REV	hmm/per_domain/Fn_bind_REVISION.hmm	38	31	10.902222	TIAMMAt mollusc-revised
PF00503	PF00503.27	G-alpha	G-protein alpha subunit		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	G-alpha_REV	hmm/per_domain/G-alpha_REVISION.hmm	333	3402	7.179857	TIAMMAt mollusc-revised
PF00631	PF00631.28	G-gamma	GGL domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	G-gamma_REV	hmm/per_domain/G-gamma_REVISION.hmm	63	932	12.056015	TIAMMAt mollusc-revised
PF02218	PF02218.21	HS1_rep	Repeat in HS1/Cortactin		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	HS1_rep_REV	hmm/per_domain/HS1_rep_REVISION.hmm	36	3758	4.935041	TIAMMAt mollusc-revised
PF08280	PF08280.18	HTH_Mga	M protein trans-acting positive regulator (MGA) HTH domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	HTH_Mga_REV	hmm/per_domain/HTH_Mga_REVISION.hmm	59	16	9.394531	TIAMMAt mollusc-revised
PF05004	PF05004.20	IFRD	Interferon-related developmental regulator (IFRD)		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	IFRD_REV	hmm/per_domain/IFRD_REVISION.hmm	298	584	7.979919	TIAMMAt mollusc-revised
PF00357	PF00357.26	Integrin_alpha	Integrin alpha cytoplasmic region		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	Integrin_alpha_REV	hmm/per_domain/Integrin_alpha_REVISION.hmm	15	102	102.000000	TIAMMAt mollusc-revised
PF00362	PF00362.25	Integrin_beta	Integrin beta chain VWA domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	Integrin_beta_REV	hmm/per_domain/Integrin_beta_REVISION.hmm	248	1034	2.425804	TIAMMAt mollusc-revised
PF08270	PF08270.16	PRD_Mga	M protein trans-acting positive regulator (MGA) PRD domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	PRD_Mga_REV	hmm/per_domain/PRD_Mga_REVISION.hmm	220	5	1.411133	TIAMMAt mollusc-revised
PF00071	PF00071.29	Ras	Ras family		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	Ras_REV	hmm/per_domain/Ras_REVISION.hmm	161	31220	6.591156	TIAMMAt mollusc-revised
PF00615	PF00615.25	RGS	Regulator of G protein signaling domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	RGS_REV	hmm/per_domain/RGS_REVISION.hmm	118	5112	7.746666	TIAMMAt mollusc-revised
PF18148	PF18148.7	RGS_DHEX	Regulator of G-protein signalling DHEX domain		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	RGS_DHEX_REV	hmm/per_domain/RGS_DHEX_REVISION.hmm	101	520	1.376648	TIAMMAt mollusc-revised
PF00400	PF00400.39	WD40	WD domain, G-beta repeat		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	WD40_REV	hmm/per_domain/WD40_REVISION.hmm	39	8734	172.880692	TIAMMAt mollusc-revised
PF25391	PF25391.2	WD40_Gbeta	G protein beta WD-40 repeat protein		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	WD40_Gbeta_REV	hmm/per_domain/WD40_Gbeta_REVISION.hmm	340	998	5.600197	TIAMMAt mollusc-revised
PF04366	PF04366.18	Ysc84	Las17-binding protein actin regulator		04_signaling	Intracellular signaling pathways	04.15_g_protein	G-protein machinery	Ysc84_REV	hmm/per_domain/Ysc84_REVISION.hmm	126	482	5.078445	TIAMMAt mollusc-revised
PF01220	PF01220.25	DHquinase_II	Dehydroquinase class II		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	DHquinase_II_REV	hmm/per_domain/DHquinase_II_REVISION.hmm	136	475	1.250267	TIAMMAt mollusc-revised
PF23724	PF23724.2	Dredd_2nd	Caspase-8, second domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	Dredd_2nd_REV	hmm/per_domain/Dredd_2nd_REVISION.hmm	98	53	2.455261	TIAMMAt mollusc-revised
PF00388	PF00388.26	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	PI-PLC-X_REV	hmm/per_domain/PI-PLC-X_REVISION.hmm	144	2090	4.373035	TIAMMAt mollusc-revised
PF00387	PF00387.26	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	PI-PLC-Y_REV	hmm/per_domain/PI-PLC-Y_REVISION.hmm	114	1894	2.871952	TIAMMAt mollusc-revised
PF26146	PF26146.1	PI-PLC_X	PI-PLC X 1		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	PI-PLC_X_REV	hmm/per_domain/PI-PLC_X_REVISION.hmm	262	233	5.962234	TIAMMAt mollusc-revised
PF00433	PF00433.30	Pkinase_C	Protein kinase C terminal domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	Pkinase_C_REV	hmm/per_domain/Pkinase_C_REVISION.hmm	42	3748	29.963955	TIAMMAt mollusc-revised
PF13918	PF13918.12	PLDc_3	PLD-like domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	PLDc_3_REV	hmm/per_domain/PLDc_3_REVISION.hmm	177	280	1.516724	TIAMMAt mollusc-revised
PF09057	PF09057.16	Smac_DIABLO	Second Mitochondria-derived Activator of Caspases		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	Smac_DIABLO_REV	hmm/per_domain/Smac_DIABLO_REVISION.hmm	176	316	4.132263	TIAMMAt mollusc-revised
PF22265	PF22265.3	T26-6p_Ig-like_dom_2	T26-6p, second immunoglobulin-like domain		04_signaling	Intracellular signaling pathways	04.16_second_messenger	Second messenger systems	T26-6p_Ig-like_dom_2_REV	hmm/per_domain/T26-6p_Ig-like_dom_2_REVISION.hmm	130	4	0.730469	TIAMMAt mollusc-revised
PF00166	PF00166.27	Cpn10	Chaperonin 10 Kd subunit		04_signaling	Intracellular signaling pathways	04.1_mapk	MAPK ERK pathway	Cpn10_REV	hmm/per_domain/Cpn10_REVISION.hmm	91	580	3.925018	TIAMMAt mollusc-revised
PF24550	PF24550.2	LIS_MGM1	Dynamin-like GTPase MGM1-like, lipid interacting stalk		04_signaling	Intracellular signaling pathways	04.1_mapk	MAPK ERK pathway	LIS_MGM1_REV	hmm/per_domain/LIS_MGM1_REVISION.hmm	99	171	1.604691	TIAMMAt mollusc-revised
PF08923	PF08923.17	MAPKK1_Int	Mitogen-activated protein kinase kinase 1 interacting		04_signaling	Intracellular signaling pathways	04.1_mapk	MAPK ERK pathway	MAPKK1_Int_REV	hmm/per_domain/MAPKK1_Int_REVISION.hmm	116	340	2.767792	TIAMMAt mollusc-revised
PF15822	PF15822.11	MISS	MAPK-interacting and spindle-stabilising protein-like		04_signaling	Intracellular signaling pathways	04.1_mapk	MAPK ERK pathway	MISS_REV	hmm/per_domain/MISS_REVISION.hmm	238	14	1.199707	TIAMMAt mollusc-revised
PF02196	PF02196.23	RBD	Raf-like Ras-binding domain		04_signaling	Intracellular signaling pathways	04.1_mapk	MAPK ERK pathway	RBD_REV	hmm/per_domain/RBD_REVISION.hmm	69	1360	9.880524	TIAMMAt mollusc-revised
PF04670	PF04670.19	Gtr1_RagA	Gtr1/RagA G protein conserved region		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	Gtr1_RagA_REV	hmm/per_domain/Gtr1_RagA_REVISION.hmm	230	752	2.613342	TIAMMAt mollusc-revised
PF00792	PF00792.31	PI3K_C2	Phosphoinositide 3-kinase C2		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PI3K_C2_REV	hmm/per_domain/PI3K_C2_REVISION.hmm	142	851	6.547802	TIAMMAt mollusc-revised
PF02192	PF02192.23	PI3K_p85B	PI3-kinase family, p85-binding domain		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PI3K_p85B_REV	hmm/per_domain/PI3K_p85B_REVISION.hmm	76	411	3.709511	TIAMMAt mollusc-revised
PF00794	PF00794.25	PI3K_rbd	PI3-kinase family, ras-binding domain		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PI3K_rbd_REV	hmm/per_domain/PI3K_rbd_REVISION.hmm	99	591	4.558571	TIAMMAt mollusc-revised
PF00613	PF00613.27	PI3Ka	Phosphoinositide 3-kinase family, accessory domain (PIK domain)		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PI3Ka_REV	hmm/per_domain/PI3Ka_REVISION.hmm	182	1250	4.439354	TIAMMAt mollusc-revised
PF19710	PF19710.5	PIK3CG_ABD	PIK3 catalytic subunit gamma adaptor-binding domain		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PIK3CG_ABD_REV	hmm/per_domain/PIK3CG_ABD_REVISION.hmm	194	11	0.620361	TIAMMAt mollusc-revised
PF10409	PF10409.16	PTEN_C2	C2 domain of PTEN tumour-suppressor protein		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	PTEN_C2_REV	hmm/per_domain/PTEN_C2_REVISION.hmm	133	1518	5.602512	TIAMMAt mollusc-revised
PF14538	PF14538.12	Raptor_N	Raptor N-terminal CASPase like domain		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	Raptor_N_REV	hmm/per_domain/Raptor_N_REVISION.hmm	151	304	3.724854	TIAMMAt mollusc-revised
PF14668	PF14668.12	RICTOR_V	Rapamycin-insensitive companion of mTOR, domain 5		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	RICTOR_V_REV	hmm/per_domain/RICTOR_V_REVISION.hmm	70	281	4.720779	TIAMMAt mollusc-revised
PF00017	PF00017.31	SH2	SH2 domain		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	SH2_REV	hmm/per_domain/SH2_REVISION.hmm	77	14122	8.023436	TIAMMAt mollusc-revised
PF00121	PF00121.25	TIM	Triosephosphate isomerase		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	TIM_REV	hmm/per_domain/TIM_REVISION.hmm	242	859	3.601231	TIAMMAt mollusc-revised
PF03896	PF03896.22	TRAP_alpha	Translocon-associated protein (TRAP), alpha subunit		04_signaling	Intracellular signaling pathways	04.2_pi3k_akt_mtor	PI3K AKT mTOR pathway	TRAP_alpha_REV	hmm/per_domain/TRAP_alpha_REVISION.hmm	176	501	5.966652	TIAMMAt mollusc-revised
PF17892	PF17892.8	Cadherin_5	Cadherin-like domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	Cadherin_5_REV	hmm/per_domain/Cadherin_5_REVISION.hmm	97	109	3.143463	TIAMMAt mollusc-revised
PF06482	PF06482.18	Endostatin	Collagenase NC10 and Endostatin		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	Endostatin_REV	hmm/per_domain/Endostatin_REVISION.hmm	168	409	1.245049	TIAMMAt mollusc-revised
PF11652	PF11652.14	FAM167	FAM167		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	FAM167_REV	hmm/per_domain/FAM167_REVISION.hmm	83	383	1.995766	TIAMMAt mollusc-revised
PF18379	PF18379.7	FERM_F1	FERM F1 ubiquitin-like domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	FERM_F1_REV	hmm/per_domain/FERM_F1_REVISION.hmm	93	146	3.087708	TIAMMAt mollusc-revised
PF18377	PF18377.7	FERM_F2	FERM F2 acyl-CoA binding protein-like domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	FERM_F2_REV	hmm/per_domain/FERM_F2_REVISION.hmm	120	86	3.120544	TIAMMAt mollusc-revised
PF09379	PF09379.17	FERM_N	FERM N-terminal domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	FERM_N_REV	hmm/per_domain/FERM_N_REVISION.hmm	63	4278	7.510946	TIAMMAt mollusc-revised
PF09058	PF09058.16	L27_1	L27_1		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	L27_1_REV	hmm/per_domain/L27_1_REVISION.hmm	58	382	2.981461	TIAMMAt mollusc-revised
PF00169	PF00169.36	PH	PH domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	PH_REV	hmm/per_domain/PH_REVISION.hmm	98	22158	11.043859	TIAMMAt mollusc-revised
PF08284	PF08284.17	RVP_2	Retroviral aspartyl protease		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	RVP_2_REV	hmm/per_domain/RVP_2_REVISION.hmm	129	198	7.779694	TIAMMAt mollusc-revised
PF00735	PF00735.25	Septin	Septin		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	Septin_REV	hmm/per_domain/Septin_REVISION.hmm	279	2570	4.740124	TIAMMAt mollusc-revised
PF01017	PF01017.27	STAT_alpha	STAT transcription factor, coiled-coil domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	STAT_alpha_REV	hmm/per_domain/STAT_alpha_REVISION.hmm	177	442	6.424026	TIAMMAt mollusc-revised
PF02864	PF02864.21	STAT_bind	STAT protein, DNA binding domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	STAT_bind_REV	hmm/per_domain/STAT_bind_REVISION.hmm	133	544	4.469971	TIAMMAt mollusc-revised
PF18214	PF18214.8	STATa_Ig	STATa Immunoglobulin-like domain		04_signaling	Intracellular signaling pathways	04.3_jak_stat	JAK STAT pathway	STATa_Ig_REV	hmm/per_domain/STATa_Ig_REVISION.hmm	121	33	3.105835	TIAMMAt mollusc-revised
PF01784	PF01784.25	DUF34_NIF3	Duf34/NIF3 (NGG1p interacting factor 3)		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	DUF34_NIF3_REV	hmm/per_domain/DUF34_NIF3_REVISION.hmm	314	315	4.119186	TIAMMAt mollusc-revised
PF01652	PF01652.25	IF4E	Eukaryotic initiation factor 4E		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	IF4E_REV	hmm/per_domain/IF4E_REVISION.hmm	178	1517	4.337278	TIAMMAt mollusc-revised
PF03031	PF03031.25	NIF	NLI interacting factor-like phosphatase		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	NIF_REV	hmm/per_domain/NIF_REVISION.hmm	160	2080	5.534363	TIAMMAt mollusc-revised
PF08276	PF08276.18	PAN_2	PAN-like domain		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	PAN_2_REV	hmm/per_domain/PAN_2_REVISION.hmm	63	90	7.275696	TIAMMAt mollusc-revised
PF00309	PF00309.26	Sigma54_AID	Sigma-54 factor, Activator interacting domain (AID)		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	Sigma54_AID_REV	hmm/per_domain/Sigma54_AID_REVISION.hmm	45	232	14.751343	TIAMMAt mollusc-revised
PF02116	PF02116.21	STE2	Fungal pheromone mating factor STE2 GPCR		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	STE2_REV	hmm/per_domain/STE2_REVISION.hmm	279	87	3.592255	TIAMMAt mollusc-revised
PF15238	PF15238.12	TEADIR3	Omega loop, TEAD interacting region 3		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	TEADIR3_REV	hmm/per_domain/TEADIR3_REVISION.hmm	16	683	683.000000	TIAMMAt mollusc-revised
PF00397	PF00397.33	WW	WW domain		04_signaling	Intracellular signaling pathways	04.4_hippo	Hippo pathway	WW_REV	hmm/per_domain/WW_REVISION.hmm	30	13536	65.361168	TIAMMAt mollusc-revised
PF07707	PF07707.22	BACK	BTB And C-terminal Kelch		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	BACK_REV	hmm/per_domain/BACK_REVISION.hmm	103	11772	9.057103	TIAMMAt mollusc-revised
PF18397	PF18397.7	IKBKB_SDD	IQBAL scaffold dimerization domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	IKBKB_SDD_REV	hmm/per_domain/IKBKB_SDD_REVISION.hmm	272	282	5.434662	TIAMMAt mollusc-revised
PF12179	PF12179.14	IKKbetaNEMObind	I-kappa-kinase-beta NEMO binding domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	IKKbetaNEMObind_REV	hmm/per_domain/IKKbetaNEMObind_REVISION.hmm	37	28	3.893066	TIAMMAt mollusc-revised
PF13281	PF13281.13	MAP3K_TRAF_bd	MAP3K TRAFs-binding domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	MAP3K_TRAF_bd_REV	hmm/per_domain/MAP3K_TRAF_bd_REVISION.hmm	370	452	1.810455	TIAMMAt mollusc-revised
PF16179	PF16179.12	RHD_dimer	Rel homology dimerisation domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	RHD_dimer_REV	hmm/per_domain/RHD_dimer_REVISION.hmm	103	1017	3.324772	TIAMMAt mollusc-revised
PF00554	PF00554.28	RHD_DNA_bind	Rel homology DNA-binding domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	RHD_DNA_bind_REV	hmm/per_domain/RHD_DNA_bind_REVISION.hmm	169	1138	4.770897	TIAMMAt mollusc-revised
PF12721	PF12721.13	RHIM	RIP homotypic interaction motif		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	RHIM_REV	hmm/per_domain/RHIM_REVISION.hmm	21	48	48.000000	TIAMMAt mollusc-revised
PF01582	PF01582.26	TIR	TIR domain		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	TIR_REV	hmm/per_domain/TIR_REVISION.hmm	163	4281	11.329436	TIAMMAt mollusc-revised
PF00240	PF00240.30	ubiquitin	Ubiquitin family		04_signaling	Intracellular signaling pathways	04.5_nfkb	NF-kB pathway	ubiquitin_REV	hmm/per_domain/ubiquitin_REVISION.hmm	72	19602	14.894384	TIAMMAt mollusc-revised
PF00514	PF00514.30	Arm	Armadillo/beta-catenin-like repeat		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	Arm_REV	hmm/per_domain/Arm_REVISION.hmm	39	10726	10726.000000	TIAMMAt mollusc-revised
PF15974	PF15974.11	Cadherin_tail	Cadherin C-terminal cytoplasmic tail, catenin-binding region		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	Cadherin_tail_REV	hmm/per_domain/Cadherin_tail_REVISION.hmm	132	20	1.499023	TIAMMAt mollusc-revised
PF08347	PF08347.17	CTNNB1_binding	N-terminal CTNNB1 binding		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	CTNNB1_binding_REV	hmm/per_domain/CTNNB1_binding_REVISION.hmm	221	86	3.456482	TIAMMAt mollusc-revised
PF00610	PF00610.28	DEP	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	DEP_REV	hmm/per_domain/DEP_REVISION.hmm	71	2893	9.410880	TIAMMAt mollusc-revised
PF02377	PF02377.21	Dishevelled	Dishevelled specific domain		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	Dishevelled_REV	hmm/per_domain/Dishevelled_REVISION.hmm	160	431	2.495796	TIAMMAt mollusc-revised
PF00778	PF00778.24	DIX	DIX domain		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	DIX_REV	hmm/per_domain/DIX_REVISION.hmm	76	828	4.399887	TIAMMAt mollusc-revised
PF05350	PF05350.18	GSK-3_bind	Glycogen synthase kinase-3 binding		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	GSK-3_bind_REV	hmm/per_domain/GSK-3_bind_REVISION.hmm	237	85	2.892303	TIAMMAt mollusc-revised
PF00505	PF00505.26	HMG_box	HMG (high mobility group) box		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	HMG_box_REV	hmm/per_domain/HMG_box_REVISION.hmm	69	8174	10.948546	TIAMMAt mollusc-revised
PF06384	PF06384.17	ICAT	Beta-catenin-interacting protein ICAT		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	ICAT_REV	hmm/per_domain/ICAT_REVISION.hmm	76	262	2.938385	TIAMMAt mollusc-revised
PF12144	PF12144.14	Med12-PQL	Eukaryotic Mediator 12 catenin-binding domain		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	Med12-PQL_REV	hmm/per_domain/Med12-PQL_REVISION.hmm	209	17	1.232666	TIAMMAt mollusc-revised
PF00595	PF00595.30	PDZ	PDZ domain		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	PDZ_REV	hmm/per_domain/PDZ_REVISION.hmm	81	33726	11.446228	TIAMMAt mollusc-revised
PF01562	PF01562.25	Pep_M12B_propep	Reprolysin family propeptide		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	Pep_M12B_propep_REV	hmm/per_domain/Pep_M12B_propep_REVISION.hmm	93	1484	8.896278	TIAMMAt mollusc-revised
PF00110	PF00110.25	wnt	wnt family		04_signaling	Intracellular signaling pathways	04.6_wnt	Wnt pathway	wnt_REV	hmm/per_domain/wnt_REVISION.hmm	304	1955	2.673597	TIAMMAt mollusc-revised
PF10316	PF10316.16	7TM_GPCR_Srbc	Serpentine type 7TM GPCR chemoreceptor Srbc		04_signaling	Intracellular signaling pathways	04.7_notch	Notch pathway	7TM_GPCR_Srbc_REV	hmm/per_domain/7TM_GPCR_Srbc_REVISION.hmm	273	75	3.556824	TIAMMAt mollusc-revised
PF10317	PF10317.16	7TM_GPCR_Srd	Serpentine type 7TM GPCR chemoreceptor Srd		04_signaling	Intracellular signaling pathways	04.7_notch	Notch pathway	7TM_GPCR_Srd_REV	hmm/per_domain/7TM_GPCR_Srd_REVISION.hmm	291	75	6.230164	TIAMMAt mollusc-revised
PF10318	PF10318.16	7TM_GPCR_Srh	Serpentine type 7TM GPCR chemoreceptor Srh		04_signaling	Intracellular signaling pathways	04.7_notch	Notch pathway	7TM_GPCR_Srh_REV	hmm/per_domain/7TM_GPCR_Srh_REVISION.hmm	301	196	5.284607	TIAMMAt mollusc-revised
